Ration_ID,Name,Age,Gender,Address,Phone_No,Aadhaar_ID,Block,Income_Level,Dependent1_Name,Dependent1_Aadhaar_ID,Dependent1_Relation,Dependent1_Age,Dependent2_Name,Dependent2_Aadhaar_ID,Dependent2_Relation,Dependent2_Age,Dependent3_Name,Dependent3_Aadhaar_ID,Dependent3_Relation,Dependent3_Age,Dependent4_Name,Dependent4_Aadhaar_ID,Dependent4_Relation,Dependent4_Age,Dependent5_Name,Dependent5_Aadhaar_ID,Dependent5_Relation,Dependent5_Age,Rice_Entitled,Rice_Claimed,Wheat_Entitled,Wheat_Claimed,Sugar_Entitled,Sugar_Claimed,Kerosene_Entitled,Kerosene_Claimed,ToorDal_Entitled,ToorDal_Claimed,ChanaDal_Entitled,ChanaDal_Claimed,UradDal_Entitled,UradDal_Claimed,Salt_Entitled,Salt_Claimed,MustardOil_Entitled,MustardOil_Claimed,SunflowerOil_Entitled,SunflowerOil_Claimed,Subsidy_Availed,Percent_Ration_Left,Num_Dependents,Over_Claim_Flag,Duplicate_Aadhaar_Flag,Income_Subsidy_Mismatch,Fraud_Label
RAT10175,Samuel Sen,41,Male,"H.No. 49, Memon Zila, Jamalpur 115290",0839553321784,346417347894,Block2,High,,,,,,,,,,,,,,,,,,,,,5,5,3,3,1,1,2,2,2,2,4,4,1,1,3,3,3,5,1,1,Yes,-8.0,0,1,0,1,1
RAT10176,Eshana Dey,36,Male,"87/683, Bahri Road, Bokaro 127944",1508393745859,200019983394,Block3,High,Rishi,308953991974,Spouse,59,Vamakshi,624971210628,Daughter,14,Sudiksha,245745040768,Son,48,,,,,,,,,2,2,2,2,4,7,5,5,1,1,4,4,2,3,4,7,3,3,1,1,No,-25.0,3,1,0,0,1
RAT10177,Sanaya Lal,63,Female,"H.No. 72, Banik Circle, Thane 030481",5541937372716,717985294499,Block2,Medium,Gautami,792834110586,Son,28,Tanay,110322282403,Son,22,Warda,928091705533,Daughter,4,,,,,,,,,3,3,1,1,4,4,2,2,5,5,1,1,4,4,3,3,1,1,2,2,Yes,0.0,3,0,0,0,1
RAT10178,Udarsh Apte,51,Female,"97/113, Dewan Ganj, Aurangabad-408338",0641598489542,930406166280,Block1,Low,Urvashi,638834244689,Son,52,Amol,767484327944,Son,39,Luke,706133849723,Parent,33,,,,,,,,,4,4,5,8,3,5,1,1,2,2,1,1,1,1,4,4,2,2,2,2,Yes,-20.0,3,1,0,0,1
RAT10179,Prisha Shukla,40,Male,"57/024, Babu Path, Nadiad-922020",8421752170918,721715118170,Block1,Medium,Tarak,128109504452,Son,23,,,,,,,,,,,,,,,,,4,4,2,2,1,1,3,3,3,4,1,1,5,5,5,5,5,5,1,1,Yes,-3.33,1,1,0,0,1
RAT10180,Ekantika Chakrabarti,63,Female,"10, Rattan Street, Korba-219728",2329234269006,878871550794,Block5,Medium,Jairaj,244576924662,Parent,14,Guneet,643217357981,Spouse,10,Farhan,294481242174,Parent,41,,,,,,,,,1,1,3,3,3,3,3,3,1,4,5,5,3,3,5,5,4,4,3,5,No,-16.13,3,1,0,0,1
RAT10181,Anthony Mitra,29,Female,"387, Mall Marg, Rohtak 679687",5480762084646,102905344604,Block1,Low,Divya,970130235833,Parent,44,Oscar,487649906779,Parent,38,Harinakshi,316148284173,Spouse,30,Harsh,212306328316,Son,8,,,,,1,1,3,3,5,5,3,3,4,4,2,2,1,1,1,1,5,5,2,2,Yes,0.0,4,0,0,0,1
RAT10182,Ekansh Devan,45,Female,"H.No. 235, Baral Ganj, Mangalore-411817",8450776436099,396117681122,Block3,Medium,Sai,501032790581,Daughter,18,Meera,506660607177,Parent,11,Dakshesh,783926028165,Parent,40,Wriddhish,506358386738,Daughter,4,,,,,2,2,4,7,4,4,1,1,5,5,2,5,2,2,1,1,5,5,4,4,No,-20.0,4,1,0,0,1
RAT10183,Warda Saraf,45,Female,"967, Kashyap Zila, Varanasi 737436",4146633120501,922230845302,Block4,High,Lavanya,933539589771,Daughter,17,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,3,3,1,1,5,7,1,1,1,1,1,1,Yes,-11.76,1,1,0,1,1
RAT10184,Ekta Deep,47,Female,"93, Gade Nagar, Purnia 225892",7487031462770,503484833265,Block5,Medium,Sara,178092612010,Parent,13,George,130389397444,Daughter,41,Daksh,712947288342,Spouse,45,Yochana,773577581151,Spouse,54,Gaurang,971188961329,Son,47,1,1,5,5,2,2,3,3,2,2,5,5,1,1,3,5,2,5,1,1,Yes,-20.0,5,1,0,0,1
RAT10185,Charvi Srivastava,34,Female,"H.No. 52, Mital Circle, Ambala 026142",5125474294290,597641351826,Block4,Low,Vanya,761486563670,Daughter,54,Jagvi,513927713728,Parent,7,Bhanumati,390251136529,Parent,19,Harita,329426704593,Daughter,16,,,,,3,3,2,2,2,2,5,5,5,5,1,1,2,2,2,4,2,2,5,5,No,-6.9,4,1,0,0,1
RAT10186,Chaitanya Tella,65,Male,"H.No. 15, Zacharia Zila, Buxar 552004",9493159854726,342011426458,Block3,High,,,,,,,,,,,,,,,,,,,,,5,5,2,2,3,3,2,3,2,2,3,3,5,5,1,1,1,1,3,3,No,-3.7,0,1,0,0,1
RAT10187,Gautam Narain,40,Male,"09, Lala Zila, Howrah-133776",2838203280911,432164070299,Block5,Low,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,5,5,3,4,5,5,1,1,1,1,2,2,2,2,No,-9.09,0,1,0,0,1
RAT10188,Lila Dhingra,60,Male,"652, Nazareth Road, Danapur 356021",1449224045775,539195856750,Block1,Low,Yashoda,412869618624,Son,41,Januja,511816466320,Spouse,24,Yagnesh,709620872435,Parent,41,Kritika,751115868997,Son,24,Baljiwan,838412966058,Son,56,3,3,4,4,3,3,5,5,3,3,2,2,3,3,4,4,4,4,3,4,Yes,-2.94,5,1,0,0,1
RAT10189,Ekapad Sama,29,Female,"H.No. 69, Babu Chowk, Jaipur 898330",0978993358506,994226158441,Block5,High,Kashvi,525054180458,Daughter,20,Aayush,669409849242,Parent,54,,,,,,,,,,,,,1,1,1,1,4,4,2,2,2,2,4,5,1,1,3,3,3,3,2,2,No,-4.35,2,1,0,0,1
RAT10190,Dayita Rajagopal,61,Female,"H.No. 781, Raman Circle, Raurkela Industrial Township-141917",3272574180317,120535687568,Block3,Low,Ladli,188679772495,Spouse,59,Avni,905424657946,Son,23,Xalak,369221380568,Spouse,9,Shravya,281806672214,Parent,40,,,,,3,5,2,5,4,7,1,1,1,1,2,2,4,4,3,3,3,4,5,5,Yes,-32.14,4,1,0,0,1
RAT10191,Falguni Sandal,49,Male,"53/04, Parmar, Jaipur-583327",4703027955730,854765976159,Block3,High,Mekhala,810777171668,Daughter,26,Dipta,457782277837,Parent,7,Amol,208222298868,Son,49,Anamika,946619861903,Spouse,54,,,,,2,2,3,3,4,4,4,4,1,1,5,5,2,3,3,3,2,2,4,4,No,-3.33,4,1,0,0,1
RAT10192,Bishakha Mannan,32,Male,"12/456, Yadav Road, Ramagundam-681514",4523979574604,570225669432,Block1,High,Harinakshi,522682089467,Spouse,45,Nidra,644983052807,Parent,12,,,,,,,,,,,,,5,7,5,5,1,3,5,5,2,2,5,5,5,8,1,1,3,3,1,1,No,-21.21,2,1,0,0,1
RAT10193,Zansi Balakrishnan,58,Female,"19/244, Swaminathan Marg, Guntur-062693",8289115360340,679293071894,Block1,Medium,Madhavi,782062784709,Daughter,26,Om,911477284502,Son,33,William,278221478160,Daughter,46,Jeevika,598741100572,Parent,24,,,,,1,2,3,3,3,5,1,1,4,4,2,3,5,5,4,4,5,5,3,3,No,-12.9,4,1,0,0,1
RAT10194,Ethan Sundaram,47,Female,"H.No. 564, Bala Street, Vellore-121022",8035507818620,165911236661,Block4,High,Gauri,754709161178,Daughter,35,Yashoda,549373867990,Spouse,6,,,,,,,,,,,,,4,4,5,5,3,3,4,4,2,2,4,7,3,3,4,4,3,3,2,2,No,-8.82,2,1,0,0,1
RAT10195,Harish Shankar,47,Female,"H.No. 160, Roy Chowk, Kurnool 893408",7341660349268,672851410566,Block2,Low,Rudra,451216272698,Daughter,8,Yoshita,112621393037,Daughter,9,Dayita,997026494557,Son,38,,,,,,,,,3,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,5,5,5,5,No,-2.7,3,1,0,0,1
RAT10196,Akshay Magar,45,Female,"H.No. 161, Jha Ganj, Kishanganj 039786",9928629655091,643260507147,Block1,Medium,,,,,,,,,,,,,,,,,,,,,5,5,5,5,3,4,1,1,5,5,5,5,1,1,5,5,5,5,5,5,No,-2.5,0,1,0,0,1
RAT10197,Chakradhar Nath,57,Male,"497, Shenoy Zila, Korba 517374",2271925372815,784556092924,Block4,High,Ekavir,959938168453,Daughter,57,Raghav,307202648943,Son,50,Jack,100433294631,Spouse,40,Wridesh,186612358713,Son,55,Warinder,836197446281,Son,56,1,1,3,3,2,2,3,3,3,6,5,6,1,2,3,3,4,4,1,1,No,-19.23,5,1,0,0,1
RAT10198,Lavanya Raja,48,Female,"84/861, Krish Zila, Morbi-854083",5780700608169,657003643229,Block3,Low,Advay,297042068618,Spouse,10,Divya,120980806346,Parent,45,,,,,,,,,,,,,3,3,5,5,2,2,2,2,4,4,1,1,1,1,1,3,5,7,1,1,Yes,-16.0,2,1,0,0,1
RAT10199,Falan Rege,41,Male,"87, Lala Zila, Bhagalpur-163569",1222862529358,268173331620,Block4,Low,Vidhi,512936862082,Spouse,3,Imaran,255962584198,Son,44,Urmi,802989964260,Son,12,Alka,759734253031,Daughter,51,Radha,710097405529,Son,56,4,6,3,3,5,5,5,5,3,3,5,7,1,1,3,3,4,4,2,3,No,-14.29,5,1,0,0,1
RAT10200,Ekansh Tella,48,Male,"44/78, Wagle Street, Kulti-666921",8187146568512,951405402616,Block4,High,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,5,1,1,4,4,2,3,2,2,5,5,1,1,2,2,No,-3.23,0,1,0,0,1
RAT10201,Ishwar Pillay,47,Male,"75/873, Kulkarni Zila, Singrauli-392312",4289574580220,826195287075,Block3,High,Unnati,411275972197,Spouse,42,Vansha,713350798134,Daughter,15,Qushi,512311159681,Spouse,54,Warjas,833558210636,Parent,33,,,,,1,1,1,1,3,3,5,5,2,2,3,3,1,1,4,4,4,5,2,4,No,-11.54,4,1,0,0,1
RAT10202,Samaksh Madan,59,Female,"H.No. 58, Ganguly Road, Chandrapur-676366",1830918697944,368577806125,Block1,Low,Nidra,425160467047,Son,26,Advika,890800391095,Daughter,29,Gaurangi,178182881206,Parent,54,Azad,160303571440,Spouse,42,,,,,2,2,3,3,5,5,1,1,5,5,5,7,3,3,4,4,4,4,3,3,No,-5.71,4,1,0,0,1
RAT10203,Chakradhar Singh,28,Female,"31/668, Sha Nagar, Hubli–Dharwad 035199",5872905509069,540976768839,Block3,High,Oni,222240422657,Parent,43,Mugdha,533722667003,Spouse,14,Irya,433324039515,Spouse,17,Nitara,783858054937,Son,20,,,,,2,2,2,2,1,1,5,5,5,5,2,2,2,2,2,2,4,4,4,4,No,0.0,4,0,0,0,1
RAT10204,Varenya Tailor,43,Male,"900, Roy Zila, Malda 424981",8573529815436,166089230664,Block4,Medium,Devika,200380503324,Son,58,Nitara,124306464242,Son,27,,,,,,,,,,,,,5,5,4,4,4,4,1,1,4,4,1,1,3,3,1,1,5,5,3,3,No,0.0,2,0,0,0,1
RAT10205,Tanmayi Prabhu,39,Female,"H.No. 04, Nigam Chowk, Amritsar 579977",8847864347961,752501428281,Block2,High,Rehaan,275670094440,Parent,14,Lekha,106626296196,Parent,59,,,,,,,,,,,,,2,2,1,1,4,4,4,4,3,3,4,5,3,3,1,1,1,1,4,4,No,-3.7,2,1,0,0,1
RAT10206,Ishaan Pingle,65,Male,"74/551, Swamy Road, Proddatur-198884",7583389429406,647393222383,Block4,Medium,Nidhi,406872056671,Daughter,18,Advay,145031882023,Parent,58,,,,,,,,,,,,,3,3,4,4,3,3,1,1,5,5,2,2,5,5,4,4,2,2,5,5,Yes,0.0,2,0,0,0,1
RAT10207,Ekaja Dubey,62,Male,"476, Thakkar Nagar, Hosur 145812",2636321425402,650837051659,Block1,Low,Reyansh,635374993975,Parent,58,Wakeeta,615940102889,Daughter,55,Neha,405519340711,Daughter,4,Tanish,751811680606,Son,25,,,,,1,1,2,2,1,1,1,1,4,4,1,1,1,1,2,4,5,5,4,4,Yes,-9.09,4,1,0,0,1
RAT10208,Nakul Krishnan,31,Female,"15, Keer Chowk, Ozhukarai 006433",3041455963879,126310596946,Block4,Medium,Abha,956665421341,Daughter,49,Gopal,249469671166,Son,5,Luke,746738286439,Son,53,,,,,,,,,1,2,1,1,4,4,5,5,2,2,2,2,1,4,4,6,2,2,5,5,Yes,-22.22,3,1,0,0,1
RAT10209,Ishani Lalla,32,Female,"51/358, Maharaj Ganj, Ambattur 850970",2174915952159,136842723554,Block2,Medium,Oeshi,742007630494,Son,6,,,,,,,,,,,,,,,,,4,4,5,5,3,3,1,1,2,2,1,3,4,4,5,6,4,4,5,5,No,-8.82,1,1,0,0,1
RAT10210,Harsh Sundaram,43,Female,"76, Ramakrishnan, Thoothukudi 290806",9429795913765,205057516593,Block2,High,Jagrati,649683273075,Parent,33,,,,,,,,,,,,,,,,,3,3,2,2,4,4,3,3,4,4,3,3,3,3,3,3,4,4,2,2,No,0.0,1,0,0,0,1
RAT10211,Lakshmi Prakash,32,Male,"66/63, Rege Road, Tiruppur-993283",6707055318682,318677546173,Block4,Low,,,,,,,,,,,,,,,,,,,,,3,3,4,4,2,2,1,3,5,5,4,4,4,4,3,6,4,6,1,1,No,-22.58,0,1,0,0,1
RAT10212,Ekapad Muni,54,Female,"H.No. 17, Narayan Zila, Eluru-820798",4314925272911,732054730612,Block5,Low,Fiyaz,411597276333,Parent,23,Hemang,878640881945,Daughter,15,,,,,,,,,,,,,4,4,2,2,4,5,3,3,1,1,1,1,5,5,3,3,2,2,4,4,No,-3.45,2,1,0,0,1
RAT10213,Farhan Dhaliwal,41,Female,"708, Warrior Nagar, Ahmednagar-935229",9217088661370,489680471755,Block5,Medium,Dhriti,432157736971,Spouse,20,Onveer,726302354056,Son,45,Idika,633560795696,Son,12,Robert,540481591022,Daughter,48,Bishakha,813567835417,Daughter,6,5,5,2,2,1,3,3,3,3,3,1,1,2,2,2,2,1,1,3,3,No,-8.7,5,1,0,0,1
RAT10214,Upma Shankar,43,Male,"H.No. 25, Tiwari, Bhavnagar-090659",3340158671745,339512664997,Block3,Medium,Triya,768243429672,Spouse,60,Warda,422758295855,Spouse,10,Abdul,358146547747,Spouse,40,,,,,,,,,3,3,5,5,2,2,3,3,2,2,3,6,3,3,3,3,5,7,3,3,Yes,-15.62,3,1,0,0,1
RAT10215,Jyoti Sagar,40,Male,"H.No. 37, Palla Ganj, Madanapalle-741197",4447051006647,309294965900,Block5,Medium,Samar,320560372402,Spouse,5,Mohini,112178211583,Parent,23,Warda,671942812032,Parent,34,Maanav,623806950678,Parent,35,Rachit,126971305337,Spouse,49,2,2,2,2,2,2,4,4,4,4,2,4,4,4,2,2,3,3,2,2,Yes,-7.41,5,1,0,0,1
RAT10216,Raghav Muni,49,Male,"H.No. 924, Dara Path, Tiruppur 305418",0429461786314,785283646760,Block1,Medium,Anita,722268957615,Daughter,57,Gabriel,236793393277,Spouse,22,,,,,,,,,,,,,5,5,4,6,2,3,5,6,2,2,5,6,4,4,1,1,4,4,4,4,Yes,-13.89,2,1,0,0,1
RAT10217,Ijaya Singhal,61,Female,"43, Bajwa Zila, Mira-Bhayandar-699724",8909243333309,364413483645,Block2,Medium,Nisha,541023455128,Spouse,8,Mugdha,439150590302,Son,28,Chatresh,186407029389,Spouse,41,Irya,745557108501,Son,2,,,,,2,2,1,1,2,2,2,2,1,3,3,6,3,3,3,3,5,5,1,4,Yes,-34.78,4,1,0,0,1
RAT10218,Harish Parmar,55,Male,"706, Lal Street, Kavali-977541",8507952979796,726482712025,Block1,High,Farhan,623027569870,Son,9,Yashica,975037342377,Son,3,,,,,,,,,,,,,1,1,5,8,4,4,1,4,3,5,4,4,2,2,1,1,2,2,1,1,No,-33.33,2,1,0,0,1
RAT10219,Chatresh Sathe,39,Female,"75, Barad Path, Thoothukudi-814402",2071557936276,918320954387,Block2,Medium,,,,,,,,,,,,,,,,,,,,,1,1,3,3,5,7,3,3,4,7,2,2,5,5,1,1,2,2,4,4,Yes,-16.67,0,1,0,0,1
RAT10220,Gaurika Batra,69,Female,"82/236, Mukherjee Chowk, Sultan Pur Majra 656595",4958996850300,450129057236,Block3,Medium,Ekalinga,570446180633,Son,29,Bhavani,812073068643,Parent,29,Chandresh,763794912190,Son,45,,,,,,,,,3,3,2,2,3,6,2,2,1,1,4,4,4,4,1,1,5,5,4,4,No,-10.34,3,1,0,0,1
RAT10221,Laksh Sampath,48,Female,"213, Sarkar, Amroha 088482",4495217503934,854355425358,Block2,High,Chameli,154949099114,Parent,14,Geetika,194191451564,Parent,52,Ekantika,556071968628,Son,40,Oliver,269761550105,Spouse,2,Warjas,800293761989,Parent,16,1,3,5,5,2,3,1,4,2,2,2,2,5,6,2,2,1,1,2,2,Yes,-30.43,5,1,0,1,1
RAT10222,Arjun Bail,37,Female,"394, Nadkarni Ganj, Sambhal 766660",7248526258594,983979145136,Block4,High,Samarth,174642411811,Parent,44,Yashawini,175138761375,Spouse,21,Ryan,723482267772,Parent,41,,,,,,,,,5,5,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,3,4,4,Yes,-2.78,3,1,0,1,1
RAT10223,Hritik Kala,52,Female,"H.No. 357, Gola Marg, Guna 667924",1828499255141,758634657073,Block1,Low,Onkar,998744167462,Spouse,23,Raksha,200799145710,Spouse,27,Naksh,631466305688,Daughter,23,Agastya,593615297132,Parent,53,,,,,2,2,1,1,3,3,5,5,5,5,1,1,3,3,3,3,5,5,3,3,Yes,0.0,4,0,0,0,1
RAT10224,Jasmit Parmer,25,Male,"53, Pai Path, Kulti 256071",1789570273031,700227407631,Block3,Low,Reva,439261762723,Parent,11,,,,,,,,,,,,,,,,,3,3,2,2,1,1,1,1,4,4,5,5,2,2,3,3,3,4,2,2,Yes,-3.85,1,1,0,0,1
RAT10225,Harish Tata,58,Male,"H.No. 890, Chand Road, Panipat-759016",4500367980577,753930085898,Block4,High,Fitan,139468162113,Son,46,Qabil,308836696375,Son,4,,,,,,,,,,,,,5,5,2,2,2,2,4,7,5,5,3,3,3,4,3,3,4,4,3,3,Yes,-11.76,2,1,0,1,1
RAT10226,Anay Khatri,69,Male,"H.No. 313, Sawhney, Erode-768570",4024711706737,708461222426,Block1,Medium,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,2,1,1,5,5,3,3,2,3,5,5,3,3,1,1,No,-3.85,0,1,0,0,1
RAT10227,Logan Sengupta,65,Male,"34, Deshpande Zila, Ghaziabad 855887",9569680784741,738521133475,Block3,High,Forum,420299111795,Daughter,26,Unnati,198621463214,Spouse,38,Irya,588489510620,Daughter,59,Vasana,475858943761,Son,39,,,,,4,4,3,3,3,3,3,3,1,1,2,2,1,1,2,2,5,5,1,1,Yes,0.0,4,0,0,1,1
RAT10228,Barkha Prabhakar,26,Female,"93, Bhatti Ganj, Jalandhar 884383",7812866767590,861774642613,Block5,High,Naksh,486271580091,Spouse,20,,,,,,,,,,,,,,,,,2,2,4,4,3,3,3,3,1,1,3,3,1,1,2,2,2,2,3,3,Yes,0.0,1,0,0,1,1
RAT10229,Amruta Ben,69,Female,"341, Misra Road, Bhind-530198",2989448000816,883851634187,Block5,Low,Aashi,638633507853,Spouse,54,Kai,397543959429,Daughter,2,Rachana,661773283643,Daughter,21,Ranveer,445740631907,Parent,37,Ayaan,210449792832,Son,19,1,2,3,3,3,4,1,1,1,1,4,4,4,4,5,5,5,8,3,3,Yes,-16.67,5,1,0,0,1
RAT10230,Nitesh Dash,42,Male,"60, Basu, Sultan Pur Majra 420914",7741061981689,524509671611,Block5,Medium,Umang,779377255734,Parent,1,Yachana,223564970324,Parent,32,Netra,583391343181,Son,19,Ikbal,328057254082,Parent,56,,,,,3,3,5,5,4,4,3,3,2,2,5,7,4,4,4,5,3,3,3,3,No,-8.33,4,1,0,0,1
RAT10231,Aadhya Manda,31,Male,"H.No. 53, Bajwa Street, Indore 611655",9807675754818,635424080333,Block4,Medium,Diya,731952475825,Spouse,36,,,,,,,,,,,,,,,,,4,4,3,4,1,1,3,3,2,2,3,3,1,2,3,3,4,4,3,3,Yes,-7.41,1,1,0,0,1
RAT10232,Hamsini Kumer,48,Male,"H.No. 96, Jayaraman Street, Tenali 726889",8346462320351,336836912514,Block5,High,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,5,4,4,5,5,1,1,5,5,3,3,5,5,1,1,No,-17.86,0,1,0,0,1
RAT10233,Lohit Dhillon,60,Female,"H.No. 31, Roy Ganj, Kozhikode 854222",0255219070334,415466559069,Block1,Medium,Aditya,206241609152,Daughter,43,Noah,970041862421,Daughter,1,,,,,,,,,,,,,3,3,3,3,4,4,4,4,4,4,2,2,1,1,2,2,1,1,4,4,Yes,0.0,2,0,0,0,1
RAT10234,Geetika Hayer,69,Male,"24/50, Wali Path, Tadipatri-784327",2903034679295,602002534257,Block2,Medium,Hredhaan,455696758023,Son,27,,,,,,,,,,,,,,,,,5,5,2,2,3,5,2,2,3,3,5,5,4,7,3,3,4,4,2,2,Yes,-15.15,1,1,0,0,1
RAT10235,Aayush Sekhon,31,Female,"43/69, Kakar Road, Anantapur 012648",4565322656316,288820266347,Block1,High,Manan,725314596899,Spouse,53,Rohan,792615100240,Son,33,Yutika,724466233436,Spouse,7,Maya,834170277857,Spouse,60,Janani,265009308245,Parent,54,2,2,1,1,1,1,3,3,1,1,2,2,4,4,2,2,3,3,3,3,No,0.0,5,0,0,0,1
RAT10236,Guneet Subramaniam,32,Male,"24, Bakshi Nagar, Tadipatri 254358",1406289769421,457557156835,Block2,Low,Aarav,985739123595,Parent,48,,,,,,,,,,,,,,,,,4,6,4,4,5,5,2,2,2,2,2,2,2,2,2,2,1,1,4,5,Yes,-10.71,1,1,0,0,1
RAT10237,Imaran Kadakia,31,Male,"76/13, Grover Path, Howrah 511421",8972574290504,870282842861,Block2,Medium,Urmi,488372414842,Daughter,37,Ansh,148502966235,Daughter,10,,,,,,,,,,,,,3,5,2,2,2,2,2,2,1,1,1,1,4,4,3,3,4,4,5,5,Yes,-7.41,2,1,0,0,1
RAT10238,Eta Panchal,49,Male,"H.No. 291, Ganguly Ganj, Kochi 300988",2986435381091,620192230980,Block4,Low,Gaurika,596837115032,Spouse,29,,,,,,,,,,,,,,,,,3,3,1,1,3,3,2,4,2,2,5,5,4,4,3,3,4,5,1,1,Yes,-10.71,1,1,0,0,1
RAT10239,Alexander Amble,53,Male,"H.No. 93, Sharma Marg, Amaravati 304288",6123727928195,976553608755,Block3,Low,Faras,160628735329,Daughter,18,Barkha,506278721302,Spouse,33,Imaran,702079877491,Parent,42,Rushil,323619158602,Son,10,,,,,4,4,3,3,4,4,3,3,3,3,1,1,2,2,4,7,4,4,4,5,No,-12.5,4,1,0,0,1
RAT10240,Gayathri Dave,60,Female,"14, Dugal Ganj, Ajmer-514030",2281605958778,502966098639,Block2,Low,Gautami,325575372832,Son,39,Thomas,709120247789,Daughter,50,Charles,876096079970,Spouse,4,Bimala,915779150580,Daughter,26,Amol,326570675302,Spouse,35,1,3,5,5,5,7,1,1,3,3,2,2,2,4,4,4,4,4,4,4,Yes,-19.35,5,1,0,0,1
RAT10241,Rohan Dalal,45,Male,"H.No. 60, Venkataraman, Berhampur-814053",6037505726909,104849450772,Block1,Medium,Barkha,574859217561,Son,50,Devika,636032481380,Daughter,59,Fitan,507377047336,Spouse,58,Vasana,643014840158,Daughter,32,Ekani,523059511381,Son,50,1,1,4,4,3,3,5,5,1,1,5,7,5,5,1,2,3,3,2,2,No,-10.0,5,1,0,0,1
RAT10242,Anvi Goel,39,Male,"H.No. 79, Talwar, Ambattur 905418",9154106768950,323251838925,Block5,Medium,Jai,924032917529,Son,8,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,8,2,2,1,1,4,4,3,3,3,3,3,3,Yes,-8.33,1,1,0,0,1
RAT10243,Aarini Borah,51,Male,"07/01, Dalal Path, Rajahmundry 915006",2513908421795,136122136935,Block4,Medium,Amruta,857883026807,Daughter,18,Sathvik,754876373814,Parent,6,Warjas,729912013268,Spouse,57,Maanav,928250334958,Spouse,57,Hitesh,359744349808,Son,54,5,5,3,6,2,2,3,3,3,3,2,2,3,3,2,2,1,1,1,1,Yes,-12.0,5,1,0,0,1
RAT10244,Azaan Shukla,29,Male,"H.No. 352, Badami Ganj, Jamshedpur 196626",3321845489346,904286285049,Block3,Low,Chaitaly,476800806587,Parent,27,Anirudh,698307447923,Parent,3,Ekbal,182152194239,Son,41,Tarak,415472002629,Parent,10,Bakhshi,562365745390,Daughter,22,5,5,3,3,2,2,1,1,1,3,2,2,2,4,5,5,4,4,4,4,No,-13.79,5,1,0,0,1
RAT10245,Omisha Purohit,25,Female,"H.No. 407, Kala Path, Panipat-627918",9774087711860,207542211946,Block2,High,Samesh,201480246737,Son,4,Ishaan,893439015664,Parent,7,Zayyan,203013441319,Daughter,26,Abhimanyu,741736257651,Daughter,1,,,,,4,7,2,2,5,5,1,1,1,2,1,2,5,5,4,4,1,2,1,3,Yes,-32.0,4,1,0,1,1
RAT10246,Waida Mohan,40,Male,"06/30, Sane Path, Gandhinagar-867911",2827416391886,118047121158,Block5,High,Liam,444854143286,Spouse,42,Zashil,323381552607,Daughter,7,Meera,816964171338,Spouse,46,Garima,320881946166,Daughter,22,,,,,1,1,1,4,4,7,1,1,4,4,5,5,4,4,2,2,3,3,3,5,Yes,-28.57,4,1,0,1,1
RAT10247,Tara Chandran,27,Female,"50/135, Radhakrishnan, Faridabad 912682",4338018682719,404941431165,Block3,Medium,Kamya,688937968419,Son,25,Krisha,403552707348,Daughter,39,Nirja,127410178664,Son,25,,,,,,,,,1,1,5,5,2,3,4,4,2,2,2,2,3,3,1,1,2,2,5,5,Yes,-3.7,3,1,0,0,1
RAT10248,Brinda Setty,44,Male,"159, Ravi Zila, Farrukhabad-164457",6561709212086,572273818889,Block1,Medium,Vaishnavi,122581675242,Spouse,41,,,,,,,,,,,,,,,,,2,2,3,3,1,3,2,4,4,4,3,6,4,5,4,4,2,3,3,3,No,-32.14,1,1,0,0,1
RAT10249,Tanay Nayak,44,Female,"24/87, Kale Street, Bhiwani 759328",4276669410929,672527021832,Block5,Low,Neel,237800305667,Parent,13,,,,,,,,,,,,,,,,,1,1,5,5,3,6,2,2,5,5,3,3,4,4,1,1,2,2,2,2,Yes,-10.71,1,1,0,0,1
RAT10250,Ekapad Ramanathan,58,Female,"48/481, Manda Path, Anantapuram 421915",2191146244264,500242413215,Block5,Low,Darsh,478153711608,Son,17,,,,,,,,,,,,,,,,,3,3,1,2,4,4,1,3,5,5,4,4,3,3,3,3,3,3,3,3,Yes,-10.0,1,1,0,0,1
RAT10251,Caleb Shukla,42,Female,"05/53, Issac Ganj, Mumbai 521917",3028612862799,384845622117,Block5,Medium,Laban,776517518556,Parent,57,Kalpit,570334796362,Parent,11,,,,,,,,,,,,,4,5,3,3,3,3,2,2,4,4,5,5,2,2,4,4,5,5,2,2,Yes,-2.94,2,1,0,0,1
RAT10252,Caleb Buch,40,Female,"H.No. 248, Raghavan Street, Bhalswa Jahangir Pur-246094",7732760844716,870948138018,Block3,Medium,Rushil,110524984469,Parent,10,,,,,,,,,,,,,,,,,4,6,5,5,4,4,2,2,2,2,2,2,5,5,2,4,1,1,1,1,Yes,-14.29,1,1,0,0,1
