Ration_ID,Aadhaar_ID,Phone_No,Name,Age,Gender,Address,Income_Level,Subsidy_Availed,Num_Dependents,Dependent1_Name,Dependent1_Age,Dependent1_Relation,Dependent1_Aadhaar,Dependent2_Name,Dependent2_Age,Dependent2_Relation,Dependent2_Aadhaar,Dependent3_Name,Dependent3_Age,Dependent3_Relation,Dependent3_Aadhaar,Dependent4_Name,Dependent4_Age,Dependent4_Relation,Dependent4_Aadhaar,Dependent5_Name,Dependent5_Age,Dependent5_Relation,Dependent5_Aadhaar,Wheat_Entitled,Wheat_Claimed,Rice_Entitled,Rice_Claimed,Kerosene_Entitled,Kerosene_Claimed,Sugar_Entitled,Sugar_Claimed,Salt_Entitled,Salt_Claimed,SoyabeanOil_Entitled,SoyabeanOil_Claimed,PalmOil_Entitled,PalmOil_Claimed,Masoor_Entitled,Masoor_Claimed,Moong_Entitled,Moong_Claimed,Chana_Entitled,Chana_Claimed,Total_Entitlement,Total_Claimed,Claimed_vs_Entitled_Percent,Fraud_Label,Remarks,Duplicate_Aadhaar_Flag,duplicate_rationID_flag,Duplicate_Mobile_Flag,Income_Subsidy_Mismatch,Over_Claim_Flag,Dep_Fraud,Age_Fraud
7811975162,316312954742,6467738887,Sarthak Sarraf,54,Male,"H.No. 43, Chanda, Chennai-371703",Low,No,2,Janya,87.0,Mother,545198045177.0,Baghyawati,53.0,Mother,197613513557.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,31.05,24,22.61,6,6.04,6,5.14,1.5,1.37,3,2.89,3,2.6,2.25,2.52,2.25,2.59,2.25,2.66,80.25,79.47,99.03,0,0,0,0,0,0,0,0,0
6408927913,515305468799,6813938089,Vasudha Bobal,45,Female,"64/07, Balakrishnan Marg, Imphal-043852",High,No,4,Zilmil,37.0,Daughter,317759553926.0,Oni,46.0,Father,372161628629.0,Gagan,49.0,Mother,759959166085.0,Alka,52.0,Spouse,165539330470.0,0,0.0,0,0.0,50,54.5,40,40.42,10,9.32,10,8.35,2.5,2.32,5,5.74,5,4.71,3.75,4.28,3.75,4.37,3.75,3.56,133.75,137.57,102.86,1,Duplicate Aadhaar detected; Overclaim detected beyond entitled quota,1,0,0,0,1,0,0
1716650135,688564316147,8521334804,Sathvik Deshmukh,70,Female,"H.No. 39, Sarma Zila, Agra-231109",Medium,Yes,10,Samesh,30.0,Father,150944480162.0,Yashodhara,65.0,Son,286920338801.0,Urishilla,29.0,Father,369210471342.0,Gaurav,85.0,Spouse,888143587155.0,Pratyush,84.0,Father,894436451551.0,110,129.72,88,84.42,22,25.3,22,19.15,5.5,6.52,11,9.87,11,9.88,8.25,7.28,8.25,6.87,8.25,8.58,294.25,307.59,104.53,1,Ration ID duplicated across households; Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,1,0,0,1,1,0
4482830853,524092486226,6603123240,Lopa Murty,39,Male,"H.No. 97, Kala Street, South Dumdum-689297",Medium,Yes,5,Gaurika,58.0,Mother,700474788034.0,Raagini,36.0,Spouse,459182328374.0,Zansi,25.0,Father,854770004156.0,Mohini,15.0,Father,934573392393.0,Bhavani,88.0,Mother,919175775392.0,60,57.52,48,49.39,12,10.13,12,14.11,3.0,2.52,6,4.99,6,5.93,4.5,4.82,4.5,5.06,4.5,5.25,160.5,159.72,99.51,0,0,0,0,0,0,0,0,0
6056890234,685142153997,6349157753,Elijah Manda,85,Male,"H.No. 69, Krish Street, Sikar 179434",High,No,8,Umang,53.0,Daughter,835759747761.0,Shivansh,48.0,Father,292791219977.0,Warda,70.0,Spouse,788207531098.0,Alexander,15.0,Daughter,408279770421.0,Amrita,90.0,Spouse,170351174111.0,90,81.95,72,71.75,18,20.4,18,17.84,4.5,4.94,9,10.41,9,8.57,6.75,5.48,6.75,8.08,6.75,7.57,240.75,236.99,98.44,1,Dependents exceed legal limit,0,0,0,0,0,1,0
8399182601,161572431994,6125101163,Sara Dhawan,53,Female,"22/868, Murty Ganj, Ajmer-425634",Low,Yes,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,9.15,8,8.22,2,2.19,2,1.76,0.5,0.54,1,0.96,1,0.82,0.75,0.74,0.75,0.8,0.75,0.78,26.75,25.96,97.05,0,0,0,0,0,0,0,0,0
1004029801,250780707625,8388098150,Rehaan Bhatt,116,Male,"69/090, Hegde Chowk, Phusro-682870",High,No,5,Anay,47.0,Son,640304824666.0,Vasana,45.0,Son,618042534412.0,Maya,58.0,Spouse,955563072972.0,Oscar,23.0,Mother,835676393846.0,Gaurangi,59.0,Father,394741649636.0,60,71.79,48,42.82,12,11.8,12,13.8,3.0,3.24,6,4.83,6,6.83,4.5,4.27,4.5,5.09,4.5,4.99,160.5,169.46,105.58,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
8952270761,249306414736,9370428656,Praneel Chokshi,55,Male,"14, Parikh Street, Madanapalle 867568",Medium,Yes,2,Tanay,48.0,Daughter,129484272711.0,Mekhala,36.0,Father,580597343784.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,29.21,24,20.59,6,5.25,6,5.91,1.5,1.7,3,3.17,3,2.96,2.25,2.48,2.25,2.46,2.25,2.5,80.25,76.23,94.99,0,0,0,0,0,0,0,0,0
2017752264,856117692000,6276216417,Samaksh Krish,74,Male,"382, Rai Road, Bhopal 732820",Medium,No,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,10.46,8,6.93,2,1.95,2,1.75,0.5,0.49,1,0.96,1,0.88,0.75,0.66,0.75,0.65,0.75,0.76,26.75,25.49,95.29,0,0,0,0,0,0,0,0,0
7461691595,675432962515,6970574783,Eesha Palla,67,Male,"52, Dar Nagar, Agra 214465",Low,No,4,Aahana,85.0,Son,587360856447.0,Barkha,34.0,Mother,607881054263.0,Maya,10.0,Mother,872712537903.0,Bahadurjit,49.0,Mother,877989246908.0,0,0.0,0,0.0,50,46.74,40,39.81,10,11.62,10,10.56,2.5,2.14,5,5.4,5,4.02,3.75,3.72,3.75,3.62,3.75,3.3,133.75,130.93,97.89,0,0,0,0,0,0,0,0,0
8386013658,297876143371,6618308837,Harita Ganesan,57,Male,"043, Bose Circle, Hubli–Dharwad-145566",Medium,No,8,Bina,69.0,Father,376444632081.0,Aradhana,17.0,Son,224846837211.0,Janani,51.0,Mother,717247581863.0,Vamakshi,8.0,Spouse,723684313403.0,Tara,41.0,Spouse,218040917346.0,90,97.87,72,58.34,18,15.27,18,21.53,4.5,5.39,9,9.88,9,8.13,6.75,6.0,6.75,6.07,6.75,6.96,240.75,235.44,97.79,1,Dependents exceed legal limit,0,0,0,0,0,1,0
1461937824,772859312512,9969961098,Chanakya Aggarwal,103,Male,"H.No. 804, Wason Path, Bally 852315",High,No,4,Rishi,78.0,Daughter,688920452077.0,Kevin,11.0,Son,146295032371.0,Maanas,53.0,Spouse,801769070479.0,Charita,66.0,Mother,495448843621.0,0,0.0,0,0.0,50,56.0,40,37.99,10,11.38,10,8.54,2.5,2.36,5,5.2,5,4.87,3.75,3.93,3.75,3.64,3.75,3.35,133.75,137.26,102.62,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
4447651823,194052657197,8345044153,Aarna Sastry,128,Male,"61, Balasubramanian Marg, Patna-945098",Low,No,2,Ira,84.0,Father,423683842257.0,Aashi,10.0,Mother,111958673888.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,30.56,24,22.05,6,4.81,6,5.48,1.5,1.27,3,2.44,3,3.22,2.25,2.21,2.25,2.64,2.25,2.31,80.25,76.99,95.94,1,Shared mobile number across multiple households,0,0,1,0,0,0,0
5183989150,490587538184,9449098189,Jagvi Sinha,42,Male,"H.No. 957, Chhabra Street, Kadapa 026676",High,No,8,Dhriti,42.0,Mother,171439486969.0,Arunima,36.0,Father,492298299252.0,Upkaar,67.0,Mother,720140637569.0,Yashasvi,19.0,Father,180491345381.0,Falak,26.0,Father,775700625751.0,90,97.63,72,83.7,18,16.39,18,16.01,4.5,4.53,9,8.43,9,8.06,6.75,7.05,6.75,5.56,6.75,5.93,240.75,253.29,105.21,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
9384807817,777922734553,6605256611,Yashica Barad,60,Female,"432, Nazareth Marg, Bhalswa Jahangir Pur 881508",Low,Yes,9,Yachana,25.0,Father,367718941228.0,Isha,4.0,Daughter,288727503132.0,Chandresh,13.0,Son,797642433534.0,Champak,80.0,Father,140945214710.0,Ojas,5.0,Son,954283965713.0,100,117.23,80,64.06,20,16.77,20,19.89,5.0,4.23,10,8.19,10,8.79,7.5,7.83,7.5,8.39,7.5,7.33,267.5,262.71,98.21,1,Dependents exceed legal limit,0,0,0,0,0,1,0
9845703102,949831368493,6143855107,Vedhika Sekhon,55,Male,"28/07, Tata Street, Serampore-742805",High,No,2,Radhika,56.0,Mother,544378003520.0,Hitesh,10.0,Mother,735953902412.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,26.53,24,22.08,6,6.55,6,4.85,1.5,1.76,3,3.44,3,3.41,2.25,2.36,2.25,2.6,2.25,2.02,80.25,75.6,94.21,0,0,0,0,0,0,0,0,0
5978688369,444164291354,7247425741,Azad Hans,26,Female,"37/128, Tailor Ganj, Varanasi 273637",High,No,8,Tristan,30.0,Father,565815978329.0,Hema,9.0,Mother,954610072134.0,Bhavani,39.0,Spouse,132134361803.0,Zashil,11.0,Spouse,669110998758.0,Gavin,77.0,Father,958187138949.0,90,98.65,72,81.64,18,19.81,18,18.87,4.5,3.99,9,9.04,9,9.82,6.75,6.74,6.75,6.59,6.75,6.48,240.75,261.63,108.67,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
5200391119,396987113865,9626389115,Wriddhish Shere,124,Female,"84/94, Dey Zila, Danapur-850274",Medium,Yes,3,Adweta,15.0,Son,604536548265.0,Charan,54.0,Spouse,594170360358.0,Nitara,61.0,Spouse,497963561030.0,0,0.0,0,0.0,0,0.0,0,0.0,40,32.97,32,35.56,8,8.4,8,8.87,2.0,2.22,4,3.36,4,3.76,3.0,2.63,3.0,3.19,3.0,3.12,107.0,104.08,97.27,0,0,0,0,0,0,0,0,0
9311828913,641624248189,9252946640,Manya Sen,41,Male,"H.No. 393, Rajan, Vijayanagaram-122373",High,No,6,Liam,64.0,Mother,174796716795.0,Nakul,72.0,Son,359377655763.0,Balhaar,42.0,Mother,269963743988.0,Shaurya,4.0,Mother,258724819611.0,Christopher,84.0,Spouse,681363341040.0,70,57.07,56,62.14,14,14.39,14,16.47,3.5,3.24,7,6.24,7,5.79,5.25,6.2,5.25,4.59,5.25,5.05,187.25,181.18,96.76,0,0,0,0,0,0,0,0,0
3484622428,264565711140,6501849969,Kashish Bajaj,16,Male,"H.No. 266, Sodhi Nagar, Malegaon 781216",High,No,8,Aryan,30.0,Mother,984145575699.0,Damyanti,61.0,Father,231239020872.0,Balvan,24.0,Mother,436650736996.0,Jeet,83.0,Spouse,989883614875.0,Nihal,12.0,Mother,346291564512.0,90,77.49,72,60.98,18,15.95,18,14.62,4.5,4.24,9,8.61,9,8.66,6.75,6.48,6.75,5.43,6.75,6.76,240.75,209.22,86.9,1,Dependents exceed legal limit,0,0,0,0,0,1,0
2032553399,933819714631,7160126739,Gayathri Ben,127,Male,"91/56, Issac Circle, Tiruppur 711351",Medium,No,3,Rishi,65.0,Mother,223192428180.0,Ira,60.0,Father,594853710365.0,Manan,15.0,Spouse,899203267073.0,0,0.0,0,0.0,0,0.0,0,0.0,40,34.07,32,37.5,8,8.93,8,6.66,2.0,1.64,4,3.21,4,3.92,3.0,2.95,3.0,3.52,3.0,2.49,107.0,104.89,98.03,0,0,0,0,0,0,0,0,0
8032718054,601659036292,7251438179,Abha Rajagopal,12,Female,"026, Thakur Circle, Raiganj 571406",High,Yes,2,Omkaar,70.0,Daughter,745769119253.0,Chanchal,39.0,Father,647980510034.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,34.17,24,24.91,6,6.23,6,6.55,1.5,1.22,3,3.02,3,2.81,2.25,2.69,2.25,2.55,2.25,2.49,80.25,86.64,107.96,1,High-income household availing subsidy; Overclaim detected beyond entitled quota,0,0,0,1,1,0,0
9794820511,641492579673,7157103972,Jai Choudhry,68,Female,"H.No. 17, Nigam Ganj, Pallavaram-449376",Low,Yes,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,8.68,8,7.91,2,1.76,2,2.22,0.5,0.5,1,0.86,1,0.97,0.75,0.68,0.75,0.77,0.75,0.76,26.75,25.11,93.87,0,0,0,0,0,0,0,0,0
1101336735,572304499213,6113894757,Ekalinga Jain,33,Male,"55/60, Chada Road, Tenali 494177",Low,No,10,Ria,74.0,Father,882557062658.0,Kala,61.0,Father,202560226113.0,Liam,50.0,Father,720273181744.0,Vincent,61.0,Father,269918956124.0,Harrison,1.0,Daughter,121826224959.0,110,122.82,88,81.19,22,23.93,22,25.29,5.5,4.64,11,10.58,11,12.27,8.25,7.48,8.25,7.4,8.25,6.87,294.25,302.47,102.79,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
5828261026,572526555416,7150807434,Gaurangi Warrior,90,Female,"02, Bala Marg, Chinsurah-474369",Medium,Yes,1,Bhavna,64.0,Son,765646767409.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,20.45,16,16.39,4,3.75,4,4.08,1.0,0.88,2,1.93,2,1.81,1.5,1.68,1.5,1.46,1.5,1.75,53.5,54.18,101.27,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
3927240532,387803427417,9154741708,Darpan Pathak,53,Male,"541, Konda Path, Satara 863772",High,No,10,Kavya,32.0,Father,757876069563.0,Teerth,17.0,Son,337706260120.0,Neel,31.0,Son,871567887231.0,Dhruv,57.0,Father,953242549802.0,Daksha,55.0,Spouse,552501204318.0,110,119.44,88,72.31,22,24.05,22,23.82,5.5,6.14,11,12.66,11,13.03,8.25,8.63,8.25,7.36,8.25,7.42,294.25,294.86,100.21,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
5569308561,134493893178,9900830869,Pavani Vora,32,Female,"673, Babu, Giridih 383740",Medium,No,6,Naksh,68.0,Daughter,926834470443.0,Janya,47.0,Father,971638512478.0,Falak,12.0,Spouse,492469431183.0,Orinder,78.0,Mother,208226328563.0,Anika,69.0,Mother,601459273113.0,70,68.17,56,66.01,14,14.71,14,11.95,3.5,2.99,7,7.88,7,6.36,5.25,5.44,5.25,6.14,5.25,5.42,187.25,195.07,104.18,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
9709235940,606232363830,7828908346,Dalbir Kant,67,Female,"445, Rout Chowk, Bhagalpur 166077",High,Yes,3,Raghav,37.0,Spouse,636691813013.0,Priya,44.0,Mother,770623299486.0,Maya,78.0,Daughter,102710823550.0,0,0.0,0,0.0,0,0.0,0,0.0,40,38.28,32,31.87,8,7.76,8,8.85,2.0,1.66,4,4.26,4,4.2,3.0,2.87,3.0,3.39,3.0,3.31,107.0,106.45,99.49,1,High-income household availing subsidy,0,0,0,1,0,0,0
1217281253,386234831563,7861737085,Rehaan Shetty,57,Male,"19, Cheema Chowk, Udaipur-923267",High,No,7,Urvashi,2.0,Mother,484628957084.0,Oscar,24.0,Spouse,320046907162.0,Neel,69.0,Son,337831196283.0,Varsha,77.0,Spouse,226352100624.0,Neelima,9.0,Daughter,142707149597.0,80,95.33,64,76.62,16,13.65,16,16.65,4.0,4.4,8,7.55,8,7.49,6.0,7.19,6.0,5.55,6.0,6.74,214.0,241.17,112.7,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
1092096916,186628598613,9749984679,Manbir Kapoor,126,Female,"907, Sankaran Path, Miryalaguda-955774",High,No,7,Alka,26.0,Spouse,632757587323.0,Riya,65.0,Mother,949645850077.0,Lekha,32.0,Father,646443883630.0,Odika,66.0,Father,584588124339.0,Harrison,21.0,Father,665696483967.0,80,92.37,64,63.17,16,16.02,16,13.68,4.0,4.08,8,7.18,8,9.57,6.0,5.15,6.0,6.28,6.0,5.82,214.0,223.32,104.36,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
7970798087,288588256244,8197807804,Harshil Saha,114,Female,"H.No. 983, Dhar Nagar, Raurkela Industrial Township-049687",Medium,Yes,2,Charan,69.0,Daughter,267583195658.0,Veer,35.0,Spouse,325204837474.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,25.9,24,21.02,6,6.99,6,5.78,1.5,1.67,3,2.87,3,3.4,2.25,2.12,2.25,2.13,2.25,2.58,80.25,74.46,92.79,0,0,0,0,0,0,0,0,0
5871243447,391267751594,6787633631,Hardik Ramesh,79,Female,"700, Raval Street, Bhiwani-953432",Medium,No,9,Harinakshi,13.0,Son,842855829135.0,Darsh,24.0,Son,801223541379.0,Lopa,55.0,Daughter,844355656295.0,Aashi,77.0,Mother,152947745750.0,Manya,7.0,Mother,198598521466.0,100,84.34,80,74.54,20,23.56,20,23.95,5.0,5.68,10,8.59,10,9.04,7.5,8.4,7.5,7.8,7.5,7.11,267.5,253.01,94.58,1,Ration ID duplicated across households; Dependents exceed legal limit,0,1,0,0,0,1,0
5689955714,160023347445,6491374329,Ayush Chand,104,Male,"H.No. 660, Gola Chowk, Anantapur 098366",Medium,Yes,2,Daksha,5.0,Daughter,920952567013.0,Girik,41.0,Daughter,333204330655.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,26.48,24,24.46,6,7.15,6,5.2,1.5,1.48,3,2.72,3,2.52,2.25,2.69,2.25,2.65,2.25,2.02,80.25,77.37,96.41,1,Ration ID duplicated across households,0,1,0,0,0,0,0
4647684514,276391231452,7689243886,Kavya Babu,114,Female,"H.No. 67, Yogi Ganj, Berhampore-171452",High,Yes,5,Oliver,4.0,Daughter,718935858603.0,Dayita,14.0,Spouse,709872233892.0,Ekaraj,4.0,Spouse,537813261848.0,Amruta,4.0,Son,988605778322.0,Jack,84.0,Spouse,849852654533.0,60,53.48,48,47.64,12,12.49,12,10.78,3.0,3.32,6,5.84,6,6.46,4.5,4.95,4.5,3.66,4.5,5.33,160.5,153.95,95.92,1,High-income household availing subsidy,0,0,0,1,0,0,0
8943091975,310418531175,7148124311,Anthony Naik,65,Male,"H.No. 00, Mannan Road, Vasai-Virar-769350",Low,No,7,Tejas,2.0,Father,973825861770.0,Upma,46.0,Spouse,267772494938.0,Azad,23.0,Daughter,117116876882.0,Chanakya,25.0,Father,922188799545.0,Mahika,7.0,Mother,942654278897.0,80,72.43,64,71.78,16,15.06,16,19.18,4.0,4.64,8,8.16,8,6.89,6.0,6.88,6.0,5.04,6.0,4.88,214.0,214.94,100.44,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
3679121758,434685277895,8166089314,Yochana Sampath,64,Female,"37/920, Iyer Marg, Morena-969729",Medium,No,8,Azad,74.0,Daughter,519974771965.0,Dakshesh,89.0,Daughter,830317600876.0,Keya,9.0,Spouse,977612778287.0,Anamika,52.0,Spouse,196217863031.0,Wriddhish,33.0,Mother,444975008172.0,90,105.83,72,86.01,18,16.29,18,18.72,4.5,4.58,9,9.47,9,9.32,6.75,7.78,6.75,5.81,6.75,7.04,240.75,270.85,112.5,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
1555860327,527964854880,8752784903,Mohammed Venkataraman,75,Female,"63/91, Khanna Marg, Surat-276837",Low,Yes,9,Yatan,32.0,Mother,609794885295.0,Ganga,16.0,Daughter,534023957449.0,Alka,15.0,Mother,218874182491.0,Zansi,41.0,Daughter,844094381079.0,Lopa,55.0,Mother,382764441462.0,100,88.88,80,68.42,20,23.28,20,18.26,5.0,5.66,10,8.21,10,10.51,7.5,8.27,7.5,8.68,7.5,8.3,267.5,248.47,92.89,1,Dependents exceed legal limit,0,0,0,0,0,1,0
1263465563,839781614490,7899497659,Girindra Mander,25,Female,"H.No. 42, Nagi Path, Khora -853387",Low,No,5,Nandini,36.0,Mother,795711650291.0,Ekantika,19.0,Spouse,974904931796.0,Varenya,61.0,Father,931783883774.0,Kashvi,46.0,Daughter,790321237311.0,Lucky,31.0,Spouse,645911991936.0,60,69.13,48,49.08,12,13.39,12,11.38,3.0,2.75,6,5.61,6,4.88,4.5,3.91,4.5,3.85,4.5,5.13,160.5,169.11,105.36,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
7434044405,587984943615,9485553985,Ayush Kari,10,Male,"H.No. 85, Kadakia Circle, Pali 055378",Low,Yes,1,Nathaniel,26.0,Father,189739708039.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,18.99,16,16.58,4,4.73,4,3.9,1.0,0.88,2,1.68,2,2.38,1.5,1.58,1.5,1.24,1.5,1.67,53.5,53.63,100.24,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
1329606748,242871049348,8501091225,Eta Parikh,63,Male,"16/278, Mann Path, Gopalpur 905789",Medium,Yes,5,Ishanvi,71.0,Father,275363796042.0,Zaitra,61.0,Son,487344433946.0,Aishani,79.0,Mother,787794720620.0,Mitesh,84.0,Mother,439391708607.0,Forum,89.0,Son,159521881922.0,60,50.11,48,45.32,12,13.42,12,13.32,3.0,2.87,6,6.78,6,5.7,4.5,3.62,4.5,4.87,4.5,5.19,160.5,151.2,94.21,1,Ration ID duplicated across households,0,1,0,0,0,0,0
2457900176,104420646474,7480508511,Bhanumati Sachar,28,Male,"96, Chaudhuri Zila, Jammu-508335",High,Yes,5,Anay,71.0,Mother,650525316231.0,Devika,77.0,Son,871972946984.0,Ojas,7.0,Mother,799327163681.0,Ijaya,61.0,Daughter,172274966429.0,Ishanvi,48.0,Mother,516427336521.0,60,52.35,48,48.3,12,9.98,12,9.83,3.0,3.2,6,7.14,6,6.37,4.5,4.71,4.5,4.03,4.5,4.8,160.5,150.71,93.9,1,High-income household availing subsidy,0,0,0,1,0,0,0
8624861244,172712343260,7766170489,Meghana Thaman,44,Female,"H.No. 190, Pandya Ganj, Amroha-638856",High,No,7,Inaya,65.0,Son,591519820837.0,Wridesh,35.0,Mother,288762235467.0,Gagan,84.0,Daughter,752013799768.0,Warjas,76.0,Daughter,775976291117.0,Idika,56.0,Son,572873497972.0,80,88.9,64,66.24,16,13.02,16,13.42,4.0,4.11,8,6.92,8,9.38,6.0,6.69,6.0,5.78,6.0,5.78,214.0,220.24,102.92,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
4631234959,749522889238,7534409442,Pooja Mittal,118,Female,"78, Issac Street, Begusarai-314342",High,No,9,Aarnav,1.0,Daughter,530541722622.0,Zashil,60.0,Father,381998135597.0,Onkar,68.0,Spouse,341400204912.0,Devika,48.0,Spouse,122294889012.0,Umang,5.0,Son,861225679631.0,100,95.05,80,83.45,20,19.3,20,18.64,5.0,6.0,10,11.24,10,9.84,7.5,6.09,7.5,6.72,7.5,7.02,267.5,263.35,98.45,1,Dependents exceed legal limit,0,0,0,0,0,1,0
1183149566,691759360992,7689762671,Qushi Vyas,80,Male,"00/06, Hari Nagar, Udaipur 989314",Medium,Yes,5,Ekiya,12.0,Father,805507655211.0,Lajita,15.0,Spouse,950466388290.0,Priya,51.0,Spouse,984674593319.0,Nachiket,65.0,Daughter,687462792106.0,Ekanta,24.0,Mother,209782895227.0,60,58.5,48,56.17,12,12.97,12,11.45,3.0,2.6,6,6.27,6,5.34,4.5,3.89,4.5,4.52,4.5,3.83,160.5,165.54,103.14,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
5943333511,223270097085,8673028203,Oscar Parmer,36,Male,"H.No. 65, Acharya Ganj, Srikakulam 844047",Low,Yes,1,Siya,22.0,Father,489443246952.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,22.46,16,13.38,4,4.57,4,4.11,1.0,0.91,2,1.89,2,1.78,1.5,1.5,1.5,1.76,1.5,1.54,53.5,53.9,100.75,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
5406979443,499477350632,9171356510,Gaurav Parsa,125,Female,"62, Varughese Circle, Jamnagar-302167",Medium,No,3,Robert,83.0,Father,796939511682.0,Aarush,62.0,Spouse,424701079594.0,Daksha,42.0,Father,924474710419.0,0,0.0,0,0.0,0,0.0,0,0.0,40,41.52,32,29.55,8,9.02,8,9.15,2.0,1.79,4,4.76,4,4.78,3.0,2.81,3.0,3.32,3.0,3.35,107.0,110.05,102.85,1,Shared mobile number across multiple households; Overclaim detected beyond entitled quota,0,0,1,0,1,0,0
2292209871,189539168866,7790136303,Nirja Sethi,129,Female,"01/83, Manda Circle, Howrah-901034",Low,Yes,6,Charles,54.0,Son,179724641614.0,Rachit,28.0,Father,643741791319.0,Praneel,18.0,Daughter,719005928639.0,Falguni,51.0,Son,660653621533.0,Gauri,12.0,Father,795034535467.0,70,78.08,56,49.52,14,15.77,14,15.0,3.5,3.23,7,8.24,7,8.09,5.25,4.75,5.25,5.51,5.25,4.63,187.25,192.82,102.97,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
4989184782,168352771695,9103316300,Nidra Bhavsar,57,Female,"353, Kapur Nagar, Bulandshahr-983289",High,Yes,3,Hardik,21.0,Mother,115447942887.0,Lipika,40.0,Father,785564936655.0,Omisha,69.0,Father,447735075186.0,0,0.0,0,0.0,0,0.0,0,0.0,40,33.79,32,28.27,8,6.46,8,9.57,2.0,2.37,4,3.9,4,3.96,3.0,3.14,3.0,2.59,3.0,2.53,107.0,96.58,90.26,1,High-income household availing subsidy,0,0,0,1,0,0,0
6005989490,331086712912,8294327712,Kalpit Rajagopalan,76,Male,"82/493, Kakar Street, Ozhukarai 744456",Low,No,5,Wazir,2.0,Mother,337726283429.0,Kamala,57.0,Spouse,136344403710.0,Upkaar,67.0,Spouse,230209198945.0,Kashvi,80.0,Mother,345197196637.0,Zashil,10.0,Daughter,971231738287.0,60,68.02,48,41.89,12,14.17,12,11.26,3.0,2.45,6,5.7,6,5.27,4.5,4.88,4.5,4.94,4.5,3.72,160.5,162.3,101.12,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
9379997990,516295911192,6139877617,Darpan Hora,62,Female,"88, Sampath Chowk, Kochi-301444",Low,Yes,8,Bimala,47.0,Spouse,786656611175.0,Ishwar,65.0,Spouse,256779764582.0,Chanakya,79.0,Spouse,307978583585.0,Damyanti,59.0,Spouse,390619281273.0,Omaja,82.0,Father,500777864038.0,90,89.06,72,82.75,18,14.9,18,20.17,4.5,4.2,9,8.86,9,9.65,6.75,5.61,6.75,6.33,6.75,7.47,240.75,249.0,103.43,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
2079387199,764743673029,7181334595,Pooja Kapadia,56,Male,"14, Wali Road, Pali-937930",High,Yes,6,Dev,15.0,Spouse,863719645968.0,Simon,72.0,Father,927562083185.0,Harrison,1.0,Son,672021736804.0,Darpan,85.0,Spouse,109440064518.0,Gauri,27.0,Spouse,231599565407.0,70,83.37,56,60.22,14,13.76,14,11.33,3.5,3.74,7,5.94,7,7.64,5.25,4.7,5.25,5.03,5.25,4.65,187.25,200.38,107.01,1,Ration ID duplicated across households; High-income household availing subsidy; Overclaim detected beyond entitled quota,0,1,0,1,1,0,0
